Number,Journal tittle,Platform,Country,Publishers Name,Language,Thematic area,African Index Medicus,Medline (Medicine and Health Journals),Indexed on Google Scholar,Impact Factor,Scopus,H-Index,Eigenfactor,Eigenfactor metrix,Source Normalized Impact per Paper (SNIP),SNIP metrix,Open Access Journal,Journal listed in the Directory of Open Access (DOAJ),Present on International Standard Serial Number (ISSN) portal,The publisher is a member of Committee on publication Ethics (COPE),Online publisher based in Africa,Hosted on INASP'S Journal online,Column1
849,"Journal of Endocrinology, Metabolism and Diabetes in South Africa",SABINET Journal repository,South Africa, Medpharm Publications,English,Medicine and Health,0,1,0,,1,14,0,,0,,1,0,0,0,1,0,
850,Journal of Energy in Southern Africa,SABINET Journal repository,South Africa,University of Cape Town,English,Science and Technology,0,,1,14,1,26,1,<0.1,1,0.65,1,1,1,0,1,0,
851,Journal of Engineering Design and Technology,SABINET Journal repository,South Africa,Cape Peninsula University of Technology,English,Science and Technology,0,,1,34,1,29,0,,0,,0,0,1,1,0,0,
852,Journal of Ethiopian Law,SABINET Journal repository,Ethiopia,Addis Ababa University,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
853,Journal of Family Ecology and Consumer Sciences = Tydskrif vir Gesinsekologie en Verbruikerswetenskappe,SABINET Journal repository,South Africa,,English and Afrikaans,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,0,0,1,0,
854,"Journal of Gender, Information and Development in Africa (JGIDA)",SABINET Journal repository,South Africa,Adonis & Abbey Publishers,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
855,The Journal of Independent Teaching and Learning,SABINET Journal repository,South Africa,Independent Institute of Education,English,Social Sciences and Humanities,0,0,0,,0,,0,,0,,1,0,0,0,1,0,
856,Journal of Indigenous and Shamanic Studies,SABINET Journal repository,South Africa,Porthologos Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
857,Journal of Insulin Resistance,SABINET Journal repository,South Africa,,English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,1,1,1,0,
858,"Journal of Law, Society and Development",SABINET Journal repository,South Africa,,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
859,Journal of Literary Studies,SABINET Journal repository,South Africa,UNISA Press,English,Science and Technology,0,,1,5,1,12,0,,1,0.23,0,0,1,1,0,0,
860,Journal of Local Government Research and Innovation,SABINET Journal repository,South Africa,Vereniging vir Christelike Hoër Onderwys,English,Business and Finance,0,,0,,0,,0,,0,,0,0,1,1,1,0,
861,Journal of Management & Administration,SABINET Journal repository,South Africa,Management College of Southern Africa (MANCOSA),English,Business and Finance,0,,0,,0,,0,,0,,1,0,1,0,1,0,
862,Journal of Marketing,SABINET Journal repository,South Africa,,English,Business and Finance,0,,1,71,0,,1,1.3,1,4.72,1,0,1,0,1,0,
863,The Journal of Medical Laboratory Science and Technology of South Africa,SABINET Journal repository,South Africa,The Society of Medical Laboratory Technologists of South Africa (SMLTSA),English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,1,0,1,0,
864,Journal of Medicinal Plants for Economic Development,SABINET Journal repository,South Africa,AOSIS,English,Science and Technology,0,,0,,1,3,0,,0,,0,0,1,1,1,0,
865,Journal of Minimum Intervention in Dentistry,SABINET Journal repository,South Africa,,English,Medicine and Health,0,0,1,,0,,0,,0,,0,0,1,0,1,0,
866,Journal of Modern Pharmacy,SABINET Journal repository,South Africa,Midentistry CC,English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,0,0,1,0,
867,Journal of Nation-building & Policy Studies,SABINET Journal repository,South Africa,Adonis & Abbey Publishers,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
868,Journal of Northwest Semitic Languages,SABINET Journal repository,South Africa,University of Stellenbosch,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
869,Journal of Ocean Governance in Africa,SABINET Journal repository,South Africa,Juta and Company (Pty) Ltd (Juta's Law Journals),English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,0,
870,Journal of Public Administration,SABINET Journal repository,South Africa,South African Association of Public Administration and Management (SAAPAM),English,Social Sciences and Humanities,0,,0,,0,,1,<0.1,0,,0,0,1,0,1,0,
871,Journal of Public Administration and Development Alternatives (JPADA),SABINET Journal repository,South Africa,Batalea Publishers,English,Social Sciences and Humanities,0,,1,5,0,,0,,0,,0,0,0,0,1,0,
872,Journal of Religion and Theology in Namibia,SABINET Journal repository,Namibia,Ecumenical Institute of Namibia,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
873,Journal of Somali Studies : Research on Somalia and the Greater Horn of African Countries,SABINET Journal repository,Somalia,Adonis & Abbey Publishers,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
874,Journal of South African Law / Tydskrif vir die Suid-Afrikaanse Reg,SABINET Journal repository,South Africa,Juta and Company (Pty) Ltd (Juta's Law Journals),English,Social Sciences and Humanities,0,,1,4,0,,0,,0,,0,0,0,0,1,0,
875,Journal of Strategic Studies : A Journal of the Southern Bureau of Strategic Studies Trust,SABINET Journal repository,South Africa,Southern Bureau of Strategic Studies Trust,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
876,Journal of the African Literature Association,SABINET Journal repository,South Africa,Taylor & Francis,English,Social Sciences and Humanities,0,,1,6,0,,0,,0,,0,0,1,1,0,0,
877,Journal of the Astronomical Society of South Africa,SABINET Journal repository,South Africa,Astronomical Society of Southern Africa (ASSA),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
878,Journal of the Department of Agriculture,SABINET Journal repository,South Africa,Department of Agriculture (South Africa),English,Agriculture,0,,0,,0,,0,,0,,0,0,1,0,1,0,
879,Journal of the Egyptian National Cancer Institute,SABINET Journal repository,Egypt,Egyptian National Cancer Institute,English,Medicine and Health,0,1,1,15,1,26,0,,1,0.74,0,0,1,1,0,0,
880,Journal of the Entomological Society of Southern Africa,SABINET Journal repository,South Africa,Entomological Society of South Africa (ESSA),English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,0,
881,Journal of the South African Institution of Civil Engineering = Joernaal van die Suid-Afrikaanse Instituut van Siviele Ingenieurswese,SABINET Journal repository,South Africa,South African Institution Of Civil Engineering (SAICE),English,Science and Technology,0,,0,,0,,0,,0,,0,0,0,0,1,0,
882,Journal of the South African Institution of Civil Engineers,SABINET Journal repository,South Africa,South African Institution Of Civil Engineering (SAICE),English,Science and Technology,0,,1,10,1,20,0,,0,,0,0,0,0,1,0,
883,Journal of the South African Veterinary Association,SABINET Journal repository,South Africa,Medpharm Publications,English,Medicine and Health,0,1,1,14,1,35,1,<0.1,1,0.53,0,0,1,0,1,0,
884,"Journal of the Southern African Association for Research in Mathematics, Science and Technology Education",SABINET Journal repository,South Africa,Taylor & Francis,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,0,
885,Journal of the Southern African Institute of Mining and Metallurgy,SABINET Journal repository,South Africa,Southern African Institute of Mining and Metallurgy,English,Science and Technology,0,,1,18,1,43,1,<0.1,1,0.49,0,0,1,0,1,0,
886,Journal of Transport and Supply Chain Management,SABINET Journal repository,South Africa,AOSIS,English,Business and Finance,0,,0,,1,8,0,,0,,0,0,1,1,1,0,
887,"Journal of Vocational, Adult and Continuing Education and Training",SABINET Journal repository,South Africa,University of the Western Cape,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
888,Just Africa,SABINET Journal repository,South Africa,SARP Publishers,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
889,Juta's Business Law,SABINET Journal repository,South Africa,Juta and Company (Pty) Ltd (Juta's Law Journals),English,Business and Finance,0,,0,,0,,0,,0,,1,0,1,0,1,0,
890,Kano Studies,SABINET Journal repository,Nigeria," Bayero University, Nigeria",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
891,Kenya Past and Present,SABINET Journal repository,Kenya,Kenya Museum Society,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
892,Kleio,SABINET Journal repository,South Africa,UNISA Press,English and Afrikaans,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
893,Koedoe : African Protected Area Conservation and Science,SABINET Journal repository,South Africa,AOSIS,English,Science and Technology,0,,1,12,0,,0,,0,,0,0,1,1,1,0,
894,Koers : Bulletin for Christian Scholarship = Koers : Bulletin vir Christelike Wetenskap,SABINET Journal repository,South Africa,Koers Society of South Africa,English and Afrikaans,Social Sciences and Humanities,0,,1,,0,,0,,0,,0,0,0,0,1,0,
895,Kronos : Journal of Cape History,SABINET Journal repository,South Africa,University of the Western Cape,English and Afrikaans,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
896,Lab Management & Science,SABINET Journal repository,South Africa,New Media,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,0,
897,Laboratory Marketing Spectrum,SABINET Journal repository,South Africa,New Media,English,Science and Technology,0,,0,,0,,0,,0,,0,0,0,0,1,0,
898,Language Matters : Studies in the Languages of Southern Africa,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
899,Latin American Report,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
900,Leading Architecture & Design,SABINET Journal repository,South Africa,New Media,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,0,
901,Learning and Teaching Mathematics,SABINET Journal repository,South Africa,Association for Mathematics Education of South Africa (AMESA),English,Social Sciences and Humanities,0,,1,2,0,,0,,0,,0,0,1,0,1,0,
902,Legon Journal of Sociology,SABINET Journal repository,Ghana,University of Ghana,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
903,Lesotho Law Journal,SABINET Journal repository,Lesotho,National University of Lesotho,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
904,LiG,SABINET Journal repository,South Africa,Bybel-Media,Afrikaans,Medicine and Health,0,0,0,,0,,,,0,,0,0,0,0,1,0,
905,"Literator : Journal of Literary Criticism, Comparative Linguistics and Literary Studies",SABINET Journal repository,South Africa,AOSIS,English and Afrikaans,Social Sciences and Humanities,0,,1,6,0,,0,,0,,0,0,0,0,1,0,
906,"Litnet Akademies : 'n Joernaal vir die Geesteswetenskappe, Natuurwetenskappe, Regte en Godsdienswetenskappe",SABINET Journal repository,South Africa,Litnet,Afrikaans,Social Sciences and Humanities,0,,1,9,0,,0,,0,,1,0,0,0,1,0,
907,Local Government Bulletin,SABINET Journal repository,South Africa,Dullah Omar Institute,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
908,M&J Retail,SABINET Journal repository,South Africa,Agri Connect (Pty) Ltd,English,Agriculture,0,,0,,0,,0,,0,,1,0,1,0,1,0,
909,Madoqua,SABINET Journal repository,Namibia,Namibian Ministry of Environment and Tourism,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
910,Malawi Journal of Development Education,SABINET Journal repository,Malawi, University of Malawi,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
911,Malawi Law Journal,SABINET Journal repository,Malawi,University of Cape Town,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
912,Management Dynamics : Journal of the Southern African Institute for Management Scientists,SABINET Journal repository,South Africa,Southern African Institute for Management Scientists (SAIMS),English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
913,Management Today,SABINET Journal repository,South Africa,Richard Havenga & Associates,English,Business and Finance,0,,0,,0,,0,,0,,0,0,1,0,1,0,
914,Marang : Journal of Language and Literature,SABINET Journal repository,Botswana,University of Botswana,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
915,Media Tenor International - now incorporating Media Tenor SA,SABINET Journal repository,South Africa,Institute of Media Analysis,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
916,Media Tenor SA Research Journal,SABINET Journal repository,South Africa,Institute of Media Analysis,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
917,Medical Chronicle,SABINET Journal repository,South Africa,New Media,English,Medicine and Health,0,1,1,2,0,,0,,0,,0,0,1,0,1,0,
918,Medical Technology SA,SABINET Journal repository,South Africa,The Society of Medical Laboratory Technologists of South Africa (SMLTSA),English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,1,0,1,0,
919,Meditari : Research Journal of the School of Accounting Sciences,SABINET Journal repository,South Africa,University of Pretoria,English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
920,Meetings,SABINET Journal repository,South Africa,,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
921,Mental Health Matters,SABINET Journal repository,South Africa,In House Publications,English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,0,0,1,0,
922,MFSA Journal of Marketing,SABINET Journal repository,South Africa,Future Publishing,English,Business and Finance,0,,0,,0,,0,,0,,1,0,0,0,1,0,
923,Missionalia : Southern African Journal of Mission Studies,SABINET Journal repository,South Africa,Southern African Missiological Society (SAMS),English,Social Sciences and Humanities,0,,1,7,0,,0,,0,,0,0,0,0,1,0,
924,MNASSA : Monthly notes of the Astronomical Society of South Africa,SABINET Journal repository,South Africa,Astronomical Society of Southern Africa (ASSA),English,Science and Technology,0,,1,2,0,,0,,0,,0,0,0,0,1,0,
925,Modern Medicine,SABINET Journal repository,South Africa,Infixion Media (Pty) Ltd,English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,0,0,1,0,
926,Molecular Diagnosis and Vaccines,SABINET Journal repository,Egypt,Egyptian Association of Immunologists,English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,1,0,1,0,
927,Money Newsletter,SABINET Journal repository,South Africa,Moneyweb (Pty) Ltd,English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
928,MoneyMarketing,SABINET Journal repository,South Africa,New Media,English,Business and Finance,0,,1,2,0,,0,,0,,0,0,1,0,0,0,
929,Monographs of the Transvaal Museum,SABINET Journal repository,South Africa,Northern Flagship Institute,English,Science and Technology,0,,0,,0,,0,,0,,0,0,0,0,1,0,
930,Mosenodi,SABINET Journal repository,Botswana,Botswana Educational Research Association,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
931,Mousaion,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,1,7,0,,0,,0,,0,0,1,0,1,0,
932,Musicus,SABINET Journal repository,South Africa,UNISA Press,English and Afrikaans,Social Sciences and Humanities,0,,1,3,0,,0,,0,,0,0,1,0,1,0,
933,Muziki : Journal of Music Research in Africa,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
934,NAFU Farmer,SABINET Journal repository,South Africa,Agri Connect (Pty) Ltd,English,Agriculture,0,,0,,0,,0,,0,,0,0,0,0,1,0,
935,Natal Agricultural Journal,SABINET Journal repository,South Africa,Department of Agriculture (South Africa),English,Agriculture,0,,0,,0,,0,,0,,0,0,0,0,1,0,
936,Navorsinge van die Nasionale Museum : Researches of the National Museum,SABINET Journal repository,South Africa,National Museum,English and Afrikaans,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
937,Neotestamentica,SABINET Journal repository,South Africa,New Testament Society of Southern Africa,English,Social Sciences and Humanities,0,,1,4,1,9,0,,1,0.05,0,0,1,0,1,0,
938,New Coin Poetry,SABINET Journal repository,South Africa,Institute for the Study of English in Africa (ISEA),English,Social Sciences and Humanities,0,,1,1,0,,0,,0,,0,0,1,0,1,0,
939,New Contree,SABINET Journal repository,South Africa, AOSIS,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
940,New Voices in Psychology,SABINET Journal repository,South Africa,UNISA Press,English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,1,0,1,0,
941,News and Views for Magistrates,SABINET Journal repository,South Africa,University of Cape Town,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,0,0,1,0,
942,Nidan : International Journal for Indian Studies,SABINET Journal repository,South Africa,Vereniging vir Christelike Hoër Onderwys,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
943,Nomina Africana: Journal of African Onomastics,SABINET Journal repository,South Africa,NISC (Pty) Ltd,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
944,Obiter,SABINET Journal repository,South Africa,Nelson Mandela University,English,Social Sciences and Humanities,0,,1,5,0,,0,,0,,1,1,1,0,1,0,
945,Occupational Health Southern Africa,SABINET Journal repository,South Africa,Mettamedia (Pty) Ltd,English,Medicine and Health,1,1,1,6,0,,0,,0,,0,0,1,0,1,0,
946,Occupational Risk Management,SABINET Journal repository,South Africa,Novus Print (Pty) Ltd t/a 3S Media,English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,0,0,1,0,
947,Oilseeds Focus,SABINET Journal repository,South Africa,Plaas Media,English,Science and Technology,0,,1,3,0,,0,,0,,0,0,1,0,1,0,
948,Old Testament Essays,SABINET Journal repository,South Africa,Old Testament Society of South Africa (OTSSA),English,Social Sciences and Humanities,0,,1,8,1,5,0,,1,0.76,1,1,1,0,1,0,
949,On Tap,SABINET Journal repository,South Africa,,English,Social Sciences and Humanities,0,,1,1,0,,0,,0,,0,0,1,0,1,0,
950,Onderstepoort Journal of Veterinary Research,SABINET Journal repository,South Africa,AOSIS,English,Medicine and Health,0,1,1,18,1,38,1,<0.1,1,0.91,0,0,1,1,1,0,
951,Open Journal of Implant Dentistry,SABINET Journal repository,South Africa,AOSIS,English,Medicine and Health,0,1,0,,0,,0,,0,,1,0,1,1,1,0,
952,Oral History Journal of South Africa,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
953,OTWSA,SABINET Journal repository,South Africa,Old Testament Society of South Africa (OTSSA),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
954,Packaging Review South Africa,SABINET Journal repository,South Africa,New Media,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,0,
955,PedMed,SABINET Journal repository,South Africa,New Media,English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,0,0,1,0,
956,Per Linguam : a Journal of Language Learning = Per Linguam : Tydskrif vir Taalaanleer,SABINET Journal repository,South Africa,University of Stellenbosch,English and Afrikaans,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
957,Personal Finance,SABINET Journal repository,South Africa,Bellan Media (Pty) Ltd,English,Business and Finance,0,,0,,0,,0,,0,,0,0,0,0,1,0,
958,Pharmacy Magazine,SABINET Journal repository,South Africa,New Media,English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,1,0,1,0,
959,Phronimon,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
960,Phytophylactica,SABINET Journal repository,South Africa,Department of Agriculture (South Africa),English,Agriculture,0,,0,,0,,0,,0,,0,0,1,0,1,0,
961,Plus 50,SABINET Journal repository,South Africa,Plus 50 Media (Pty) Ltd,English and Afrikaans,Social Sciences and Humanities,0,,1,1,0,,0,,0,,0,0,1,0,1,0,
962,Politeia,SABINET Journal repository,South Africa,UNISA Press,English and Afrikaans,Social Sciences and Humanities,0,,1,4,0,,0,,0,,0,0,1,0,1,0,
963,Practical Theology in South Africa = Praktiese Teologie in Suid-Afrika,SABINET Journal repository,South Africa,AOSIS,English and Afrikaans,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
964,Proceedings Ekklesiastikos Pharos,SABINET Journal repository,Egypt, Institute for Afro-Hellenic studies,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,0,0,1,0,
965,Proceedings Ekklesiastikos Pharos,SABINET Journal repository,Egypt, Institute for Afro-Hellenic studies,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,0,0,1,0,
966,Professional Nursing Today,SABINET Journal repository,South Africa,Medpharm Publications,English,Medicine and Health,0,1,1,6,0,,0,,0,,0,0,1,0,1,0,
967,Progressio,SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
968,Psycho-analytic Psychotherapy in South Africa,SABINET Journal repository,South Africa,Psychoanalytic Psychotherapy in South Africa (PPSA),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
969,Psychoanalytic Practice,SABINET Journal repository,South Africa,Psychoanalytic Psychotherapy in South Africa (PPSA),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
970,Pythagoras,SABINET Journal repository,South Africa,AOSIS,English,Social Sciences and Humanities,0,,0,,1,10,0,,0,,0,0,1,1,1,0,
971,Quest,SABINET Journal repository,South Africa,,English,Social Sciences and Humanities,0,,1,26,1,63,1,<0.1,0,,1,1,1,0,0,0,
972,Reading & Writing - Journal of the Reading Association of South Africa,SABINET Journal repository,South Africa,AOSIS,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
973,Red Meat / Rooivleis,SABINET Journal repository,South Africa,Agri Connect (Pty) Ltd,English and Afrikaans,Agriculture,0,,1,1,0,,0,,0,,0,0,1,0,1,0,
974,ReSource,SABINET Journal repository,South Africa,,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
975,The Retail and Marketing Review,SABINET Journal repository,South Africa,MC Cant,English,Business and Finance,0,,0,,0,,0,,0,,0,0,1,0,1,0,
976,Review of Development Finance,SABINET Journal repository,South Africa,AfricaGrowth Institute,English,Business and Finance,0,,0,,1,28,0,,0,,0,0,1,1,0,0,
977,Rhodes Journalism Review,SABINET Journal repository,South Africa,Rhodes University,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,0,0,1,0,
978,Risk Management,SABINET Journal repository,South Africa,,English,Social Sciences and Humanities,0,,1,7,1,21,0,,1,1.05,0,0,0,0,1,0,
979,Rostrum : Newsletter of the Entomological Society of Southern Africa,SABINET Journal repository,South Africa,Entomological Society of South Africa (ESSA),English,Science and Technology,0,,0,,0,,0,,0,,1,0,0,0,1,0,
980,SA Crime Quarterly,SABINET Journal repository,South Africa,Institute for Security Studies (ISS),English,Social Sciences and Humanities,0,,1,,0,,0,,0,,1,1,1,0,1,0,
981,SA Heart,SABINET Journal repository,South Africa,Institute for Security Studies (ISS),English,Social Sciences and Humanities,1,,1,,0,,0,,0,,1,1,1,0,1,0,
982,SA Horseman,SABINET Journal repository,South Africa,Plaas Media,English,Science and Technology,0,,0,,0,,0,,0,,1,0,0,0,1,0,
983,SA Irrigation = SA Besproeiing,SABINET Journal repository,South Africa,Novus Print (Pty) Ltd t/a 3S Media,English,Agriculture,0,,0,,0,,0,,0,,0,0,0,0,1,0,
984,SA Journal of Human Resource Management,SABINET Journal repository,South Africa,AOSIS,English,Business and Finance,0,,1,31,1,12,0,,1,0.63,0,0,1,1,1,0,
985,SA Journal of Industrial Psychology,SABINET Journal repository,South Africa,AOSIS,English,Medicine and Health,0,0,1,25,1,28,0,,1,0.61,0,0,1,1,1,0,
986,SA Journal of Oncology,SABINET Journal repository,South Africa,AOSIS,English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,1,1,1,0,
987,SA Mercantile Law Journal,SABINET Journal repository,South Africa,Juta and Company (Pty) Ltd (Juta's Law Journals),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
988,SA Pharmaceutical Journal,SABINET Journal repository,South Africa,Medpharm Publications,English,Medicine and Health,0,1,0,,1,8,0,,1,0.07,0,0,1,0,1,0,
989,SA Pharmacist's Assistant,SABINET Journal repository,South Africa,Medpharm Publications,English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,1,0,1,0,
990,SA Publiekreg = SA Public Law,SABINET Journal repository,South Africa,VerLoren Van Themaat Centre / UNISA Press,English and Afrikaans,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
991,SA Stud Breeder / SA Stoetteler,SABINET Journal repository,South Africa,Plaas Media,English and Afrikaans,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,0,
992,SA Waterbulletin,SABINET Journal repository,South Africa,Water Research Commission (WRC),English,Science and Technology,0,,0,,0,,0,,0,,1,0,1,0,1,0,
993,SABI Magazine – Tydskrif,SABINET Journal repository,South Africa,South African Irrigation Institute (SABI),English,Science and Technology,0,,1,3,0,,0,,0,,0,0,1,0,1,0,
994,SADC Law Journal,SABINET Journal repository,South Africa,Juta and Company (Pty) Ltd (Juta's Law Journals),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
995,SAHARA : Journal of Social Aspects of HIV / AIDS Research Alliance,SABINET Journal repository,South Africa,Taylor & Francis,English,Medicine and Health,0,1,0,,0,,0,,0,,1,0,0,0,1,0,
996,SAMUS : South African Journal of Musicology,SABINET Journal repository,South Africa,South African Society for Research in Music (SASRIM),English and Afrikaans,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
997,SAMUS : South African Music Studies,SABINET Journal repository,South Africa,South African Society for Research in Music (SASRIM),English and Afrikaans,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
998,SATJ : South African Theatre Journal,SABINET Journal repository,South Africa,Taylor & Francis,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,1,0,0,
999,Scholia : Studies in Classical Antiquity,SABINET Journal repository,South Africa,University of KwaZulu-Natal,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,0,
1000,Scientia Militaria : South African Journal of Military Studies,SABINET Journal repository,South Africa,University of Stellenbosch,English,Social Sciences and Humanities,0,,1,7,0,,0,,0,,1,1,1,0,1,0,
1001,Scientific Papers of the Namib Desert Research Station,SABINET Journal repository,Namibia,Gobabeb Training and Research Centre,English,Science and Technology,0,,0,,0,,0,,0,,0,0,0,0,1,0,
1002,Scriptura : Journal for Contextual Hermeneutics in Southern Africa,SABINET Journal repository,South Africa,University of Stellenbosch,English and Afrikaans,Social Sciences and Humanities,0,,1,7,0,,0,,0,,1,0,0,0,1,0,
1003,Scrutinyno,SABINET Journal repository,South Africa,,English and Afrikaans,Social Sciences and Humanities,0,,0,,1,5,0,,0,,0,0,1,1,0,0,
1004,Servamus Community-based Safety and Security Magazine,SABINET Journal repository,South Africa,SARP Publishers,English and Afrikaans,Social Sciences and Humanities,0,,1,5,0,,0,,0,,0,0,0,0,1,0,
1005,SIMM-biosis/SIMM-biose,SABINET Journal repository,South Africa,Plaas Media,English,Science and Technology,0,,0,,0,,0,,0,,0,0,0,0,1,0,
1006,Skills at Work: Theory and Practice Journal,SABINET Journal repository,South Africa,University of KwaZulu-Natal,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
1007,"Slavic Almanac : The South African Journal for Slavic, Central and Eastern European Studies",SABINET Journal repository,South Africa,UNISA Press,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,0,
1008,Social and Health Sciences,SABINET Journal repository,South Africa,University of South Africa (UNISA),English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,0,
